[INFO] Initializing Reborn VIO Automation Server...
[INFO] Local ADB path configured: /Volumes/SSD_cua_Dung/android_studio/platform-tools/adb
[INFO] Local AAPT path configured: /Volumes/SSD_cua_Dung/android_studio/build-tools/37.0.0/aapt
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on all addresses.
   WARNING: This is a development server. Do not use it in a production deployment.
 * Running on http://192.168.0.101:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [01/Jun/2026 22:52:22] "GET /api/device-screen/f8d421db?t=1780329141650 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:23] "GET /api/device-screen/f8d421db?t=1780329142450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:23] "GET /api/device-screen/f8d421db?t=1780329143250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:24] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:24] "GET /api/device-screen/f8d421db?t=1780329144050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:25] "GET /api/device-screen/f8d421db?t=1780329144850 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:26] "GET /api/device-screen/f8d421db?t=1780329145650 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:27] "GET /api/device-screen/f8d421db?t=1780329147210 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:28] "GET /api/device-screen/f8d421db?t=1780329148209 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:29] "GET /api/device-screen/f8d421db?t=1780329149205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:30] "GET /api/device-screen/f8d421db?t=1780329150205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:31] "GET /api/device-screen/f8d421db?t=1780329151205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:32] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:32] "GET /api/device-screen/f8d421db?t=1780329152205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:33] "GET /api/device-screen/f8d421db?t=1780329153208 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:34] "GET /api/device-screen/f8d421db?t=1780329154206 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:35] "GET /api/device-screen/f8d421db?t=1780329155205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:36] "GET /api/device-screen/f8d421db?t=1780329156205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:37] "GET /api/device-screen/f8d421db?t=1780329157210 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:38] "GET /api/device-screen/f8d421db?t=1780329158205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:39] "GET /api/device-screen/f8d421db?t=1780329159205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:40] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:40] "GET /api/device-screen/f8d421db?t=1780329160204 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:41] "GET /api/device-screen/f8d421db?t=1780329161210 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:42] "GET /api/device-screen/f8d421db?t=1780329162205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:43] "GET /api/device-screen/f8d421db?t=1780329163205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:44] "GET /api/device-screen/f8d421db?t=1780329164205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:45] "GET /api/device-screen/f8d421db?t=1780329165205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:46] "GET /api/device-screen/f8d421db?t=1780329166205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:47] "GET /api/device-screen/f8d421db?t=1780329167205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:48] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:48] "GET /api/device-screen/f8d421db?t=1780329168206 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:49] "GET /api/device-screen/f8d421db?t=1780329169211 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:50] "GET /api/device-screen/f8d421db?t=1780329170205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:51] "GET /api/device-screen/f8d421db?t=1780329171205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:52] "GET /api/device-screen/f8d421db?t=1780329172205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:53] "GET /api/device-screen/f8d421db?t=1780329173205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:54] "GET /api/device-screen/f8d421db?t=1780329174206 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:55] "GET /api/device-screen/f8d421db?t=1780329175205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:56] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:56] "GET /api/device-screen/f8d421db?t=1780329176205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:57] "GET /api/device-screen/f8d421db?t=1780329177209 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:58] "GET /api/device-screen/f8d421db?t=1780329178205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:52:59] "GET /api/device-screen/f8d421db?t=1780329179206 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:00] "GET /api/device-screen/f8d421db?t=1780329180205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:01] "GET /api/device-screen/f8d421db?t=1780329181206 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:02] "GET /api/device-screen/f8d421db?t=1780329182206 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:03] "GET /api/device-screen/f8d421db?t=1780329183204 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:04] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:04] "GET /api/device-screen/f8d421db?t=1780329184206 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:05] "GET /api/device-screen/f8d421db?t=1780329185211 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:06] "GET /api/device-screen/f8d421db?t=1780329186205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:07] "GET /api/device-screen/f8d421db?t=1780329187205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:08] "GET /api/device-screen/f8d421db?t=1780329188205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:09] "GET /api/device-screen/f8d421db?t=1780329189205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:10] "GET /api/device-screen/f8d421db?t=1780329190204 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:11] "GET /api/device-screen/f8d421db?t=1780329191205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:12] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:12] "GET /api/device-screen/f8d421db?t=1780329192205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:13] "GET /api/device-screen/f8d421db?t=1780329193210 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:14] "GET /api/device-screen/f8d421db?t=1780329194205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:15] "GET /api/device-screen/f8d421db?t=1780329195204 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:16] "GET /api/device-screen/f8d421db?t=1780329196205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:17] "GET /api/device-screen/f8d421db?t=1780329197206 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:18] "GET /api/device-screen/f8d421db?t=1780329198205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:19] "GET /api/device-screen/f8d421db?t=1780329199206 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:20] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:20] "GET /api/device-screen/f8d421db?t=1780329200206 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:21] "GET /api/device-screen/f8d421db?t=1780329201210 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:22] "GET /api/device-screen/f8d421db?t=1780329202206 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:23] "GET /api/device-screen/f8d421db?t=1780329203204 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:24] "GET /api/device-screen/f8d421db?t=1780329204205 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:53:25] "GET /api/device-screen/f8d421db?t=1780329205212 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:54:09] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:54:09] "GET /api/device-screen/f8d421db?t=1780329249206 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:09] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:09] "GET /api/device-screen/f8d421db?t=1780329309212 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:44] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:47] "GET /api/device-screen/f8d421db?t=1780329344828 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:47] "GET /api/device-screen/f8d421db?t=1780329345650 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:48] "GET /api/device-screen/f8d421db?t=1780329346449 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:49] "GET /api/device-screen/f8d421db?t=1780329347251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:49] "GET /api/device-screen/f8d421db?t=1780329348051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:50] "GET /api/device-screen/f8d421db?t=1780329348851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:51] "GET /api/device-screen/f8d421db?t=1780329350450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:52] "GET /api/device-screen/f8d421db?t=1780329351250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:52] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:52] "GET /api/device-screen/f8d421db?t=1780329349651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:52] "GET /api/device-screen/f8d421db?t=1780329352050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:53] "GET /api/device-screen/f8d421db?t=1780329352851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:54] "GET /api/device-screen/f8d421db?t=1780329353651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:54] "GET /api/device-screen/f8d421db?t=1780329354450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:55] "GET /api/device-screen/f8d421db?t=1780329355251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:56] "GET /api/device-screen/f8d421db?t=1780329356051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:57] "GET /api/device-screen/f8d421db?t=1780329356850 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:58] "GET /api/device-screen/f8d421db?t=1780329357651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:58] "GET /api/device-screen/f8d421db?t=1780329358450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:55:59] "GET /api/device-screen/f8d421db?t=1780329359250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:00] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:00] "GET /api/device-screen/f8d421db?t=1780329360050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:01] "GET /api/device-screen/f8d421db?t=1780329360850 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:02] "GET /api/device-screen/f8d421db?t=1780329361649 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:02] "GET /api/device-screen/f8d421db?t=1780329362450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:03] "GET /api/device-screen/f8d421db?t=1780329363251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:04] "GET /api/device-screen/f8d421db?t=1780329364050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:05] "GET /api/device-screen/f8d421db?t=1780329364851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:06] "GET /api/device-screen/f8d421db?t=1780329365651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:06] "GET /api/device-screen/f8d421db?t=1780329366451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:07] "GET /api/device-screen/f8d421db?t=1780329367250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:08] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:08] "GET /api/device-screen/f8d421db?t=1780329368051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:09] "GET /api/device-screen/f8d421db?t=1780329368851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:10] "GET /api/device-screen/f8d421db?t=1780329369651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:11] "GET /api/device-screen/f8d421db?t=1780329370451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:11] "GET /api/device-screen/f8d421db?t=1780329371250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:12] "GET /api/device-screen/f8d421db?t=1780329372050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:13] "GET /api/device-screen/f8d421db?t=1780329372850 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:14] "GET /api/device-screen/f8d421db?t=1780329373651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:15] "GET /api/device-screen/f8d421db?t=1780329374451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:15] "GET /api/device-screen/f8d421db?t=1780329375250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:16] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:16] "GET /api/device-screen/f8d421db?t=1780329376050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:17] "GET /api/device-screen/f8d421db?t=1780329376851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:18] "GET /api/device-screen/f8d421db?t=1780329377650 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:18] "GET /api/device-screen/f8d421db?t=1780329378450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:19] "GET /api/device-screen/f8d421db?t=1780329379250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:20] "GET /api/device-screen/f8d421db?t=1780329380051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:21] "GET /api/device-screen/f8d421db?t=1780329380851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:22] "GET /api/device-screen/f8d421db?t=1780329381650 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:22] "GET /api/device-screen/f8d421db?t=1780329382451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:23] "GET /api/device-screen/f8d421db?t=1780329383251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:24] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:24] "GET /api/device-screen/f8d421db?t=1780329384051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:25] "GET /api/device-screen/f8d421db?t=1780329384851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:26] "GET /api/device-screen/f8d421db?t=1780329385651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:26] "GET /api/device-screen/f8d421db?t=1780329386451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:27] "GET /api/device-screen/f8d421db?t=1780329387251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:28] "GET /api/device-screen/f8d421db?t=1780329388051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:29] "GET /api/device-screen/f8d421db?t=1780329388851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:30] "GET /api/device-screen/f8d421db?t=1780329389651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:31] "GET /api/device-screen/f8d421db?t=1780329390450 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:31] "GET /api/device-screen/f8d421db?t=1780329391251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:32] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:32] "GET /api/device-screen/f8d421db?t=1780329392051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:33] "GET /api/device-screen/f8d421db?t=1780329392851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:34] "GET /api/device-screen/f8d421db?t=1780329393651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:35] "GET /api/device-screen/f8d421db?t=1780329394451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:35] "GET /api/device-screen/f8d421db?t=1780329395251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:36] "GET /api/device-screen/f8d421db?t=1780329396051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:37] "GET /api/device-screen/f8d421db?t=1780329396851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:38] "GET /api/device-screen/f8d421db?t=1780329397651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:39] "GET /api/device-screen/f8d421db?t=1780329398451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:39] "[35m[1mGET /api/device-screen/f8d421db?t=1780329399251 HTTP/1.1[0m" 500 -
127.0.0.1 - - [01/Jun/2026 22:56:40] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:40] "GET /api/device-screen/f8d421db?t=1780329400051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:41] "GET /api/device-screen/f8d421db?t=1780329400851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:42] "GET /api/device-screen/f8d421db?t=1780329401651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:42] "GET /api/device-screen/f8d421db?t=1780329402451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:43] "GET /api/device-screen/f8d421db?t=1780329403251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:44] "GET /api/device-screen/f8d421db?t=1780329404050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:45] "GET /api/device-screen/f8d421db?t=1780329404851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:46] "GET /api/device-screen/f8d421db?t=1780329405651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:46] "GET /api/device-screen/f8d421db?t=1780329406451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:47] "GET /api/device-screen/f8d421db?t=1780329407251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:48] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:48] "GET /api/device-screen/f8d421db?t=1780329408050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:49] "GET /api/device-screen/f8d421db?t=1780329408851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:50] "GET /api/device-screen/f8d421db?t=1780329409651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:51] "GET /api/device-screen/f8d421db?t=1780329410451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:51] "GET /api/device-screen/f8d421db?t=1780329411251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:52] "GET /api/device-screen/f8d421db?t=1780329412051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:53] "GET /api/device-screen/f8d421db?t=1780329412851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:54] "GET /api/device-screen/f8d421db?t=1780329413651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:54] "GET /api/device-screen/f8d421db?t=1780329414451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:55] "GET /api/device-screen/f8d421db?t=1780329415251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:56] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:56] "GET /api/device-screen/f8d421db?t=1780329416051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:57] "GET /api/device-screen/f8d421db?t=1780329416851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:58] "GET /api/device-screen/f8d421db?t=1780329417651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:58] "GET /api/device-screen/f8d421db?t=1780329418451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:56:59] "GET /api/device-screen/f8d421db?t=1780329419251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:00] "GET /api/device-screen/f8d421db?t=1780329420051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:01] "GET /api/device-screen/f8d421db?t=1780329420851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:02] "GET /api/device-screen/f8d421db?t=1780329421651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:02] "GET /api/device-screen/f8d421db?t=1780329422451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:03] "GET /api/device-screen/f8d421db?t=1780329423250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:04] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:04] "GET /api/device-screen/f8d421db?t=1780329424051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:05] "GET /api/device-screen/f8d421db?t=1780329424851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:06] "GET /api/device-screen/f8d421db?t=1780329425651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:06] "GET /api/device-screen/f8d421db?t=1780329426451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:07] "GET /api/device-screen/f8d421db?t=1780329427251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:08] "GET /api/device-screen/f8d421db?t=1780329428051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:09] "GET /api/device-screen/f8d421db?t=1780329428851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:10] "GET /api/device-screen/f8d421db?t=1780329429651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:10] "GET /api/device-screen/f8d421db?t=1780329430451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:11] "GET /api/device-screen/f8d421db?t=1780329431251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:12] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:12] "GET /api/device-screen/f8d421db?t=1780329432051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:13] "GET /api/device-screen/f8d421db?t=1780329432851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:14] "GET /api/device-screen/f8d421db?t=1780329433651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:14] "GET /api/device-screen/f8d421db?t=1780329434449 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:15] "GET /api/device-screen/f8d421db?t=1780329435251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:16] "GET /api/device-screen/f8d421db?t=1780329436051 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:17] "GET /api/device-screen/f8d421db?t=1780329436851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:18] "GET /api/device-screen/f8d421db?t=1780329437651 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:18] "GET /api/device-screen/f8d421db?t=1780329438451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:19] "GET /api/device-screen/f8d421db?t=1780329439251 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:20] "GET /api/devices HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:20] "GET /api/device-screen/f8d421db?t=1780329440050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:21] "GET /api/device-screen/f8d421db?t=1780329440850 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:23] "GET /api/device-screen/f8d421db?t=1780329441650 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:23] "GET /api/device-screen/f8d421db?t=1780329442451 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:24] "GET /api/device-screen/f8d421db?t=1780329443250 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:25] "GET /api/device-screen/f8d421db?t=1780329444050 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:26] "GET /api/device-screen/f8d421db?t=1780329444851 HTTP/1.1" 200 -
127.0.0.1 - - [01/Jun/2026 22:57:27] "GET /api/device-screen/f8d421db?t=1780329445650 HTTP/1.1" 200 -
